Municipios,Total
Villanueva de Jiloca,31.911
Villanueva de Huerva,26.529
Villar de los Navarros,31.013
Villarreal de Huerva,51.918
Villarroya de la Sierra,25.358
Villarroya del Campo,31.911
Vistabella,31.911
"Zaida, La",40.139
Zaragoza,39.345
Zuera,39.376
Biel,31.252
Marracos,32.732
Villamayor de Gállego,41.882
Ceuta,44.907
Melilla,45.989
